user_id,video_id,event,timestamp,video_duration,device,country,age
10,18,seek,80,330,Desktop,France,33
10,18,stop,283,330,Desktop,France,33
11,14,play,0,389,Tablet,Italy,60
11,14,pause,174,389,Tablet,Italy,60
11,14,pause,214,389,Tablet,Italy,60
11,14,stop,255,389,Tablet,Italy,60
12,16,play,0,732,Tablet,Italy,28
12,16,pause,180,732,Tablet,Italy,28
12,16,pause,372,732,Tablet,Italy,28
12,16,stop,480,732,Tablet,Italy,28
13,11,play,0,992,Mobile,Morocco,60
13,11,stop,792,992,Mobile,Morocco,60
14,10,play,0,404,Tablet,France,26
14,10,pause,36,404,Tablet,France,26
14,10,stop,148,404,Tablet,France,26
15,7,play,0,528,Tablet,Spain,31
15,7,pause,209,528,Tablet,Spain,31
15,7,stop,213,528,Tablet,Spain,31
16,14,play,0,389,Mobile,France,18
16,14,pause,241,389,Mobile,France,18
16,14,stop,248,389,Mobile,France,18
17,5,play,0,581,Tablet,France,41
17,5,pause,104,581,Tablet,France,41
17,5,pause,297,581,Tablet,France,41
17,5,stop,318,581,Tablet,France,41
18,7,play,0,528,Tablet,Morocco,60
18,7,seek,194,528,Tablet,Morocco,60
18,7,seek,374,528,Tablet,Morocco,60
18,7,pause,420,528,Tablet,Morocco,60
18,7,stop,429,528,Tablet,Morocco,60
19,11,play,0,992,Mobile,Morocco,35
19,11,seek,112,992,Mobile,Morocco,35
19,11,pause,445,992,Mobile,Morocco,35
19,11,stop,563,992,Mobile,Morocco,35
20,17,play,0,332,Mobile,Italy,39
20,17,pause,80,332,Mobile,Italy,39
20,17,stop,155,332,Mobile,Italy,39
21,9,play,0,1054,Desktop,Italy,34
21,9,pause,22,1054,Desktop,Italy,34
21,9,seek,280,1054,Desktop,Italy,34
21,9,seek,1008,1054,Desktop,Italy,34
21,9,complete,1054,1054,Desktop,Italy,34
22,13,play,0,858,Tablet,Morocco,57
22,13,seek,367,858,Tablet,Morocco,57
22,13,pause,549,858,Tablet,Morocco,57
22,13,stop,604,858,Tablet,Morocco,57
23,11,play,0,992,Desktop,Morocco,37
23,11,pause,63,992,Desktop,Morocco,37
23,11,pause,368,992,Desktop,Morocco,37
23,11,pause,432,992,Desktop,Morocco,37
23,11,pause,576,992,Desktop,Morocco,37
23,11,seek,623,992,Desktop,Morocco,37
23,11,stop,757,992,Desktop,Morocco,37
24,8,play,0,442,Desktop,Germany,26
24,8,stop,205,442,Desktop,Germany,26
25,15,play,0,904,Tablet,Italy,45
25,15,pause,520,904,Tablet,Italy,45
25,15,stop,579,904,Tablet,Italy,45
26,7,play,0,528,Desktop,Germany,44
26,7,pause,87,528,Desktop,Germany,44
26,7,stop,407,528,Desktop,Germany,44
27,13,play,0,858,Mobile,France,40
27,13,stop,445,858,Mobile,France,40
28,13,play,0,858,Tablet,Morocco,47
28,13,pause,78,858,Tablet,Morocco,47
28,13,pause,355,858,Tablet,Morocco,47
28,13,pause,699,858,Tablet,Morocco,47
28,13,stop,707,858,Tablet,Morocco,47
29,18,play,0,330,Desktop,Spain,32
29,18,pause,61,330,Desktop,Spain,32
29,18,pause,122,330,Desktop,Spain,32
29,18,stop,207,330,Desktop,Spain,32
30,5,play,0,581,Desktop,Morocco,48
30,5,pause,62,581,Desktop,Morocco,48
30,5,seek,142,581,Desktop,Morocco,48
30,5,seek,249,581,Desktop,Morocco,48
30,5,pause,372,581,Desktop,Morocco,48
30,5,stop,401,581,Desktop,Morocco,48
31,6,play,0,550,Mobile,France,55
31,6,seek,186,550,Mobile,France,55
31,6,stop,346,550,Mobile,France,55
32,10,play,0,404,Tablet,Italy,25
32,10,pause,140,404,Tablet,Italy,25
32,10,pause,237,404,Tablet,Italy,25
32,10,complete,404,404,Tablet,Italy,25
33,4,play,0,1059,Mobile,Spain,58
33,4,seek,142,1059,Mobile,Spain,58
33,4,pause,631,1059,Mobile,Spain,58
33,4,stop,791,1059,Mobile,Spain,58
34,13,play,0,858,Mobile,France,49
34,13,seek,125,858,Mobile,France,49
34,13,pause,352,858,Mobile,France,49
34,13,seek,432,858,Mobile,France,49
34,13,stop,461,858,Mobile,France,49
35,14,play,0,389,Mobile,Italy,33
35,14,pause,199,389,Mobile,Italy,33
35,14,stop,355,389,Mobile,Italy,33
36,19,play,0,395,Mobile,Germany,53
36,19,stop,199,395,Mobile,Germany,53
37,10,play,0,404,Mobile,Morocco,25
37,10,seek,66,404,Mobile,Morocco,25
37,10,seek,204,404,Mobile,Morocco,25
37,10,stop,319,404,Mobile,Morocco,25
38,19,play,0,395,Tablet,Italy,36
38,19,stop,141,395,Tablet,Italy,36
39,18,play,0,330,Desktop,Spain,20
39,18,stop,159,330,Desktop,Spain,20
40,4,play,0,1059,Desktop,Italy,36
40,4,seek,91,1059,Desktop,Italy,36
40,4,pause,261,1059,Desktop,Italy,36
40,4,pause,312,1059,Desktop,Italy,36
40,4,pause,401,1059,Desktop,Italy,36
40,4,stop,835,1059,Desktop,Italy,36
41,2,play,0,414,Tablet,France,31
41,2,seek,60,414,Tablet,France,31
41,2,pause,122,414,Tablet,France,31
41,2,seek,157,414,Tablet,France,31
41,2,seek,181,414,Tablet,France,31
41,2,stop,371,414,Tablet,France,31
42,10,play,0,404,Tablet,Germany,22
42,10,pause,277,404,Tablet,Germany,22
42,10,stop,316,404,Tablet,Germany,22
43,9,play,0,1054,Desktop,France,21
43,9,pause,192,1054,Desktop,France,21
43,9,pause,401,1054,Desktop,France,21
43,9,pause,526,1054,Desktop,France,21
43,9,stop,766,1054,Desktop,France,21
44,19,play,0,395,Desktop,Morocco,48
44,19,stop,272,395,Desktop,Morocco,48
45,16,play,0,732,Mobile,Germany,39
45,16,seek,114,732,Mobile,Germany,39
45,16,pause,298,732,Mobile,Germany,39
45,16,stop,332,732,Mobile,Germany,39
46,4,play,0,1059,Mobile,Italy,18
46,4,seek,285,1059,Mobile,Italy,18
46,4,pause,340,1059,Mobile,Italy,18
46,4,seek,586,1059,Mobile,Italy,18
46,4,stop,641,1059,Mobile,Italy,18
47,1,play,0,954,Tablet,Germany,23
47,1,pause,112,954,Tablet,Germany,23
47,1,pause,192,954,Tablet,Germany,23
47,1,seek,265,954,Tablet,Germany,23
47,1,pause,547,954,Tablet,Germany,23
47,1,stop,627,954,Tablet,Germany,23
48,5,play,0,581,Desktop,Spain,44
48,5,seek,542,581,Desktop,Spain,44
48,5,complete,558,581,Desktop,Spain,44
49,8,play,0,442,Tablet,Germany,32
49,8,stop,361,442,Tablet,Germany,32
50,2,play,0,414,Desktop,Italy,55
50,2,stop,164,414,Desktop,Italy,55
51,1,play,0,954,Tablet,Morocco,44
51,1,pause,104,954,Tablet,Morocco,44
51,1,pause,623,954,Tablet,Morocco,44
51,1,stop,777,954,Tablet,Morocco,44
52,4,play,0,1059,Tablet,France,46
52,4,pause,107,1059,Tablet,France,46
52,4,pause,232,1059,Tablet,France,46
52,4,seek,378,1059,Tablet,France,46
52,4,stop,712,1059,Tablet,France,46
53,15,play,0,904,Mobile,Italy,28
53,15,stop,555,904,Mobile,Italy,28
54,1,play,0,954,Tablet,France,56
54,1,pause,669,954,Tablet,France,56
54,1,seek,808,954,Tablet,France,56
54,1,stop,832,954,Tablet,France,56
55,18,play,0,330,Mobile,Italy,50
55,18,complete,315,330,Mobile,Italy,50
56,11,play,0,992,Desktop,Germany,22
56,11,pause,531,992,Desktop,Germany,22
56,11,pause,877,992,Desktop,Germany,22
56,11,stop,928,992,Desktop,Germany,22
57,2,play,0,414,Mobile,Germany,25
57,2,pause,80,414,Mobile,Germany,25
57,2,stop,241,414,Mobile,Germany,25
58,18,play,0,330,Mobile,Italy,27
58,18,stop,227,330,Mobile,Italy,27
59,9,play,0,1054,Desktop,Spain,31
59,9,seek,419,1054,Desktop,Spain,31
59,9,pause,500,1054,Desktop,Spain,31
59,9,pause,602,1054,Desktop,Spain,31
59,9,seek,727,1054,Desktop,Spain,31
59,9,stop,860,1054,Desktop,Spain,31
60,5,play,0,581,Tablet,France,35
60,5,seek,173,581,Tablet,France,35
60,5,pause,263,581,Tablet,France,35
60,5,pause,502,581,Tablet,France,35
60,5,stop,549,581,Tablet,France,35
61,12,play,0,1058,Tablet,Italy,24
61,12,pause,329,1058,Tablet,Italy,24
61,12,pause,525,1058,Tablet,Italy,24
61,12,pause,579,1058,Tablet,Italy,24
61,12,stop,692,1058,Tablet,Italy,24
62,13,play,0,858,Tablet,Italy,36
62,13,pause,96,858,Tablet,Italy,36
62,13,pause,160,858,Tablet,Italy,36
62,13,seek,365,858,Tablet,Italy,36
62,13,pause,574,858,Tablet,Italy,36
62,13,stop,611,858,Tablet,Italy,36
63,11,play,0,992,Tablet,Spain,41
63,11,pause,79,992,Tablet,Spain,41
63,11,pause,152,992,Tablet,Spain,41
63,11,pause,199,992,Tablet,Spain,41
63,11,stop,524,992,Tablet,Spain,41
64,14,play,0,389,Tablet,France,36
64,14,seek,117,389,Tablet,France,36
64,14,stop,198,389,Tablet,France,36
65,12,play,0,1058,Desktop,Spain,54
65,12,pause,291,1058,Desktop,Spain,54
65,12,pause,685,1058,Desktop,Spain,54
65,12,stop,965,1058,Desktop,Spain,54
66,20,play,0,523,Desktop,France,27
66,20,pause,468,523,Desktop,France,27
66,20,complete,523,523,Desktop,France,27
67,5,play,0,581,Mobile,Spain,38
67,5,pause,27,581,Mobile,Spain,38
67,5,stop,427,581,Mobile,Spain,38
68,3,play,0,325,Mobile,Italy,45
68,3,seek,183,325,Mobile,Italy,45
68,3,complete,308,325,Mobile,Italy,45
69,12,play,0,1058,Desktop,Germany,24
69,12,seek,611,1058,Desktop,Germany,24
69,12,stop,870,1058,Desktop,Germany,24
70,20,play,0,523,Mobile,Spain,27
70,20,pause,48,523,Mobile,Spain,27
70,20,pause,261,523,Mobile,Spain,27
70,20,stop,324,523,Mobile,Spain,27
71,3,play,0,325,Tablet,Italy,50
71,3,stop,267,325,Tablet,Italy,50
72,7,play,0,528,Mobile,Italy,48
72,7,seek,52,528,Mobile,Italy,48
72,7,pause,243,528,Mobile,Italy,48
72,7,seek,415,528,Mobile,Italy,48
72,7,complete,528,528,Mobile,Italy,48
73,20,play,0,523,Desktop,Spain,22
73,20,pause,41,523,Desktop,Spain,22
73,20,pause,301,523,Desktop,Spain,22
73,20,pause,363,523,Desktop,Spain,22
73,20,stop,388,523,Desktop,Spain,22
74,10,play,0,404,Tablet,Germany,26
74,10,complete,404,404,Tablet,Germany,26
75,17,play,0,332,Mobile,France,41
75,17,seek,39,332,Mobile,France,41
75,17,stop,75,332,Mobile,France,41
76,16,play,0,732,Desktop,Morocco,26
76,16,pause,29,732,Desktop,Morocco,26
76,16,pause,281,732,Desktop,Morocco,26
76,16,pause,381,732,Desktop,Morocco,26
76,16,seek,425,732,Desktop,Morocco,26
76,16,seek,602,732,Desktop,Morocco,26
76,16,pause,650,732,Desktop,Morocco,26
76,16,stop,669,732,Desktop,Morocco,26
77,8,play,0,442,Mobile,Italy,36
77,8,stop,339,442,Mobile,Italy,36
78,19,play,0,395,Mobile,Germany,36
78,19,stop,272,395,Mobile,Germany,36
79,9,play,0,1054,Desktop,Germany,41
79,9,pause,194,1054,Desktop,Germany,41
79,9,pause,308,1054,Desktop,Germany,41
79,9,pause,355,1054,Desktop,Germany,41
79,9,pause,560,1054,Desktop,Germany,41
79,9,pause,788,1054,Desktop,Germany,41
79,9,stop,809,1054,Desktop,Germany,41
80,16,play,0,732,Tablet,Morocco,48
80,16,pause,125,732,Tablet,Morocco,48
80,16,seek,161,732,Tablet,Morocco,48
80,16,stop,258,732,Tablet,Morocco,48
81,4,play,0,1059,Mobile,Morocco,37
81,4,pause,27,1059,Mobile,Morocco,37
81,4,pause,470,1059,Mobile,Morocco,37
81,4,pause,648,1059,Mobile,Morocco,37
81,4,stop,747,1059,Mobile,Morocco,37
82,13,play,0,858,Mobile,Spain,19
82,13,seek,677,858,Mobile,Spain,19
82,13,stop,704,858,Mobile,Spain,19
83,7,play,0,528,Desktop,Spain,37
83,7,pause,160,528,Desktop,Spain,37
83,7,seek,221,528,Desktop,Spain,37
83,7,complete,528,528,Desktop,Spain,37
84,11,play,0,992,Desktop,Germany,49
84,11,seek,218,992,Desktop,Germany,49
84,11,stop,641,992,Desktop,Germany,49
85,2,play,0,414,Desktop,Germany,41
85,2,seek,115,414,Desktop,Germany,41
85,2,pause,136,414,Desktop,Germany,41
85,2,pause,242,414,Desktop,Germany,41
85,2,stop,243,414,Desktop,Germany,41
86,8,play,0,442,Tablet,Spain,41
86,8,pause,240,442,Tablet,Spain,41
86,8,stop,287,442,Tablet,Spain,41
87,11,play,0,992,Tablet,Spain,33
87,11,pause,27,992,Tablet,Spain,33
87,11,seek,287,992,Tablet,Spain,33
87,11,seek,363,992,Tablet,Spain,33
87,11,seek,725,992,Tablet,Spain,33
87,11,seek,850,992,Tablet,Spain,33
87,11,stop,925,992,Tablet,Spain,33
88,5,play,0,581,Desktop,Germany,19
88,5,pause,141,581,Desktop,Germany,19
88,5,pause,217,581,Desktop,Germany,19
88,5,pause,444,581,Desktop,Germany,19
88,5,stop,473,581,Desktop,Germany,19
89,3,play,0,325,Mobile,Germany,51
89,3,pause,42,325,Mobile,Germany,51
89,3,stop,209,325,Mobile,Germany,51
90,5,play,0,581,Mobile,Italy,21
90,5,pause,73,581,Mobile,Italy,21
90,5,pause,476,581,Mobile,Italy,21
90,5,stop,495,581,Mobile,Italy,21
91,20,play,0,523,Tablet,France,50
91,20,seek,61,523,Tablet,France,50
91,20,pause,334,523,Tablet,France,50
91,20,stop,402,523,Tablet,France,50
92,1,play,0,954,Desktop,France,59
92,1,seek,130,954,Desktop,France,59
92,1,pause,246,954,Desktop,France,59
92,1,pause,860,954,Desktop,France,59
92,1,stop,900,954,Desktop,France,59
93,17,play,0,332,Tablet,France,38
93,17,pause,101,332,Tablet,France,38
93,17,stop,202,332,Tablet,France,38
94,20,play,0,523,Mobile,Morocco,28
94,20,stop,357,523,Mobile,Morocco,28
95,15,play,0,904,Desktop,Morocco,55
95,15,pause,42,904,Desktop,Morocco,55
95,15,pause,273,904,Desktop,Morocco,55
95,15,pause,461,904,Desktop,Morocco,55
95,15,pause,554,904,Desktop,Morocco,55
95,15,stop,607,904,Desktop,Morocco,55
96,9,play,0,1054,Tablet,Italy,25
96,9,pause,256,1054,Tablet,Italy,25
96,9,pause,452,1054,Tablet,Italy,25
96,9,stop,481,1054,Tablet,Italy,25
97,20,play,0,523,Mobile,Morocco,43
97,20,pause,332,523,Mobile,Morocco,43
97,20,stop,423,523,Mobile,Morocco,43
98,1,play,0,954,Tablet,Germany,34
98,1,pause,377,954,Tablet,Germany,34
98,1,seek,523,954,Tablet,Germany,34
98,1,stop,765,954,Tablet,Germany,34
99,2,play,0,414,Tablet,Morocco,51
99,2,stop,310,414,Tablet,Morocco,51
100,9,play,0,1054,Tablet,Germany,30
100,9,seek,178,1054,Tablet,Germany,30
100,9,pause,671,1054,Tablet,Germany,30
100,9,pause,736,1054,Tablet,Germany,30
100,9,stop,741,1054,Tablet,Germany,30
101,15,play,0,904,Tablet,Spain,48
101,15,seek,33,904,Tablet,Spain,48
101,15,pause,170,904,Tablet,Spain,48
101,15,pause,272,904,Tablet,Spain,48
101,15,stop,422,904,Tablet,Spain,48
102,14,play,0,389,Mobile,Germany,24
102,14,seek,162,389,Mobile,Germany,24
102,14,stop,259,389,Mobile,Germany,24
103,16,play,0,732,Mobile,Morocco,36
103,16,seek,314,732,Mobile,Morocco,36
103,16,pause,392,732,Mobile,Morocco,36
103,16,stop,498,732,Mobile,Morocco,36
104,6,play,0,550,Tablet,Spain,20
104,6,pause,78,550,Tablet,Spain,20
104,6,stop,324,550,Tablet,Spain,20
105,4,play,0,1059,Mobile,Morocco,47
105,4,pause,92,1059,Mobile,Morocco,47
105,4,seek,221,1059,Mobile,Morocco,47
105,4,pause,553,1059,Mobile,Morocco,47
105,4,stop,760,1059,Mobile,Morocco,47
106,19,play,0,395,Desktop,Spain,59
106,19,stop,328,395,Desktop,Spain,59
107,4,play,0,1059,Tablet,Spain,41
107,4,seek,1048,1059,Tablet,Spain,41
107,4,complete,1059,1059,Tablet,Spain,41
108,16,play,0,732,Desktop,Italy,46
108,16,pause,71,732,Desktop,Italy,46
108,16,pause,367,732,Desktop,Italy,46
108,16,pause,486,732,Desktop,Italy,46
108,16,stop,574,732,Desktop,Italy,46
109,2,play,0,414,Mobile,Germany,29
109,2,pause,69,414,Mobile,Germany,29
109,2,stop,331,414,Mobile,Germany,29
110,13,play,0,858,Mobile,France,60
110,13,seek,163,858,Mobile,France,60
110,13,pause,347,858,Mobile,France,60
110,13,seek,582,858,Mobile,France,60
110,13,stop,630,858,Mobile,France,60
111,4,play,0,1059,Desktop,Germany,57
111,4,pause,145,1059,Desktop,Germany,57
111,4,pause,178,1059,Desktop,Germany,57
111,4,pause,236,1059,Desktop,Germany,57
111,4,pause,369,1059,Desktop,Germany,57
111,4,stop,387,1059,Desktop,Germany,57
112,2,play,0,414,Mobile,Germany,32
112,2,seek,54,414,Mobile,Germany,32
112,2,stop,308,414,Mobile,Germany,32
113,19,play,0,395,Tablet,Spain,33
113,19,stop,301,395,Tablet,Spain,33
114,6,play,0,550,Tablet,Germany,53
114,6,pause,51,550,Tablet,Germany,53
114,6,pause,542,550,Tablet,Germany,53
114,6,complete,550,550,Tablet,Germany,53
115,14,play,0,389,Tablet,Italy,26
115,14,pause,262,389,Tablet,Italy,26
115,14,stop,276,389,Tablet,Italy,26
116,20,play,0,523,Tablet,France,22
116,20,seek,144,523,Tablet,France,22
116,20,pause,296,523,Tablet,France,22
116,20,seek,375,523,Tablet,France,22
116,20,stop,423,523,Tablet,France,22
117,4,play,0,1059,Tablet,Germany,33
117,4,stop,786,1059,Tablet,Germany,33
118,14,play,0,389,Mobile,Morocco,30
118,14,stop,200,389,Mobile,Morocco,30
119,11,play,0,992,Mobile,Germany,59
119,11,seek,139,992,Mobile,Germany,59
119,11,pause,535,992,Mobile,Germany,59
119,11,seek,660,992,Mobile,Germany,59
119,11,pause,736,992,Mobile,Germany,59
119,11,complete,970,992,Mobile,Germany,59
120,1,play,0,954,Desktop,Italy,35
120,1,pause,241,954,Desktop,Italy,35
120,1,seek,302,954,Desktop,Italy,35
120,1,pause,442,954,Desktop,Italy,35
120,1,stop,858,954,Desktop,Italy,35
121,6,play,0,550,Desktop,Germany,45
121,6,pause,221,550,Desktop,Germany,45
121,6,pause,447,550,Desktop,Germany,45
121,6,stop,499,550,Desktop,Germany,45
122,9,play,0,1054,Tablet,Italy,60
122,9,seek,22,1054,Tablet,Italy,60
122,9,pause,593,1054,Tablet,Italy,60
122,9,stop,598,1054,Tablet,Italy,60
123,3,play,0,325,Tablet,Spain,21
123,3,pause,99,325,Tablet,Spain,21
123,3,complete,325,325,Tablet,Spain,21
124,9,play,0,1054,Mobile,Germany,32
124,9,pause,193,1054,Mobile,Germany,32
124,9,seek,416,1054,Mobile,Germany,32
124,9,pause,486,1054,Mobile,Germany,32
124,9,stop,494,1054,Mobile,Germany,32
125,10,play,0,404,Mobile,Spain,35
125,10,pause,26,404,Mobile,Spain,35
125,10,pause,158,404,Mobile,Spain,35
125,10,pause,322,404,Mobile,Spain,35
125,10,stop,350,404,Mobile,Spain,35
126,13,play,0,858,Desktop,Italy,33
126,13,seek,208,858,Desktop,Italy,33
126,13,complete,858,858,Desktop,Italy,33
127,20,play,0,523,Desktop,Spain,38
127,20,stop,288,523,Desktop,Spain,38
128,13,play,0,858,Mobile,Germany,41
128,13,seek,113,858,Mobile,Germany,41
128,13,stop,546,858,Mobile,Germany,41
129,14,play,0,389,Tablet,Germany,26
129,14,pause,205,389,Tablet,Germany,26
129,14,stop,299,389,Tablet,Germany,26
130,18,play,0,330,Tablet,Germany,52
130,18,stop,214,330,Tablet,Germany,52
131,8,play,0,442,Tablet,Spain,28
131,8,stop,194,442,Tablet,Spain,28
132,11,play,0,992,Mobile,France,18
132,11,pause,457,992,Mobile,France,18
132,11,pause,528,992,Mobile,France,18
132,11,stop,757,992,Mobile,France,18
133,4,play,0,1059,Mobile,Germany,38
133,4,pause,177,1059,Mobile,Germany,38
133,4,seek,248,1059,Mobile,Germany,38
133,4,stop,569,1059,Mobile,Germany,38
134,20,play,0,523,Desktop,Germany,55
134,20,seek,112,523,Desktop,Germany,55
134,20,pause,276,523,Desktop,Germany,55
134,20,stop,441,523,Desktop,Germany,55
135,4,play,0,1059,Mobile,Germany,51
135,4,pause,161,1059,Mobile,Germany,51
135,4,seek,262,1059,Mobile,Germany,51
135,4,pause,421,1059,Mobile,Germany,51
135,4,stop,599,1059,Mobile,Germany,51
136,13,play,0,858,Mobile,Morocco,49
136,13,pause,686,858,Mobile,Morocco,49
136,13,seek,816,858,Mobile,Morocco,49
136,13,complete,858,858,Mobile,Morocco,49
137,19,play,0,395,Tablet,Germany,53
137,19,pause,52,395,Tablet,Germany,53
137,19,stop,234,395,Tablet,Germany,53
138,2,play,0,414,Tablet,Germany,52
138,2,stop,283,414,Tablet,Germany,52
139,7,play,0,528,Tablet,Italy,40
139,7,pause,194,528,Tablet,Italy,40
139,7,pause,298,528,Tablet,Italy,40
139,7,stop,481,528,Tablet,Italy,40
140,17,play,0,332,Tablet,France,26
140,17,pause,146,332,Tablet,France,26
140,17,stop,167,332,Tablet,France,26
141,5,play,0,581,Tablet,Morocco,33
141,5,pause,226,581,Tablet,Morocco,33
141,5,stop,462,581,Tablet,Morocco,33
142,17,play,0,332,Tablet,Spain,41
142,17,pause,230,332,Tablet,Spain,41
142,17,complete,332,332,Tablet,Spain,41
143,12,play,0,1058,Desktop,Italy,43
143,12,seek,105,1058,Desktop,Italy,43
143,12,pause,236,1058,Desktop,Italy,43
143,12,pause,419,1058,Desktop,Italy,43
143,12,stop,453,1058,Desktop,Italy,43
144,15,play,0,904,Desktop,France,28
144,15,seek,95,904,Desktop,France,28
144,15,pause,695,904,Desktop,France,28
144,15,stop,711,904,Desktop,France,28
145,1,play,0,954,Desktop,Germany,22
145,1,pause,101,954,Desktop,Germany,22
145,1,pause,649,954,Desktop,Germany,22
145,1,pause,705,954,Desktop,Germany,22
145,1,stop,765,954,Desktop,Germany,22
146,6,play,0,550,Mobile,Spain,31
146,6,pause,234,550,Mobile,Spain,31
146,6,pause,260,550,Mobile,Spain,31
146,6,pause,467,550,Mobile,Spain,31
146,6,stop,498,550,Mobile,Spain,31
147,20,play,0,523,Tablet,Italy,36
147,20,seek,237,523,Tablet,Italy,36
147,20,stop,262,523,Tablet,Italy,36
148,10,play,0,404,Tablet,France,33
148,10,pause,144,404,Tablet,France,33
148,10,stop,196,404,Tablet,France,33
149,1,play,0,954,Mobile,Spain,26
149,1,pause,291,954,Mobile,Spain,26
149,1,pause,348,954,Mobile,Spain,26
149,1,seek,384,954,Mobile,Spain,26
149,1,pause,463,954,Mobile,Spain,26
149,1,pause,786,954,Mobile,Spain,26
149,1,stop,815,954,Mobile,Spain,26
150,5,play,0,581,Tablet,Spain,43
150,5,pause,191,581,Tablet,Spain,43
150,5,pause,364,581,Tablet,Spain,43
150,5,pause,411,581,Tablet,Spain,43
150,5,stop,470,581,Tablet,Spain,43
151,20,play,0,523,Desktop,Spain,60
151,20,pause,98,523,Desktop,Spain,60
151,20,pause,163,523,Desktop,Spain,60
151,20,seek,183,523,Desktop,Spain,60
151,20,stop,418,523,Desktop,Spain,60
152,5,play,0,581,Tablet,Spain,25
152,5,pause,333,581,Tablet,Spain,25
152,5,seek,450,581,Tablet,Spain,25
152,5,stop,476,581,Tablet,Spain,25
153,4,play,0,1059,Tablet,France,32
153,4,seek,237,1059,Tablet,France,32
153,4,stop,650,1059,Tablet,France,32
154,12,play,0,1058,Desktop,Italy,21
154,12,pause,129,1058,Desktop,Italy,21
154,12,pause,287,1058,Desktop,Italy,21
154,12,pause,336,1058,Desktop,Italy,21
154,12,seek,660,1058,Desktop,Italy,21
154,12,stop,842,1058,Desktop,Italy,21
155,8,play,0,442,Tablet,Spain,58
155,8,stop,357,442,Tablet,Spain,58
156,2,play,0,414,Desktop,Italy,44
156,2,pause,190,414,Desktop,Italy,44
156,2,stop,251,414,Desktop,Italy,44
157,13,play,0,858,Desktop,Italy,54
157,13,seek,387,858,Desktop,Italy,54
157,13,seek,482,858,Desktop,Italy,54
157,13,seek,675,858,Desktop,Italy,54
157,13,pause,788,858,Desktop,Italy,54
157,13,complete,858,858,Desktop,Italy,54
158,20,play,0,523,Desktop,Morocco,38
158,20,pause,29,523,Desktop,Morocco,38
158,20,stop,441,523,Desktop,Morocco,38
159,5,play,0,581,Desktop,France,21
159,5,pause,107,581,Desktop,France,21
159,5,stop,297,581,Desktop,France,21
160,3,play,0,325,Tablet,Italy,34
160,3,stop,286,325,Tablet,Italy,34
161,2,play,0,414,Mobile,France,28
161,2,pause,202,414,Mobile,France,28
161,2,stop,229,414,Mobile,France,28
162,14,play,0,389,Desktop,Spain,31
162,14,seek,78,389,Desktop,Spain,31
162,14,pause,144,389,Desktop,Spain,31
162,14,stop,352,389,Desktop,Spain,31
163,2,play,0,414,Desktop,Spain,42
163,2,complete,406,414,Desktop,Spain,42
164,17,play,0,332,Mobile,Germany,35
164,17,pause,31,332,Mobile,Germany,35
164,17,seek,89,332,Mobile,Germany,35
164,17,stop,194,332,Mobile,Germany,35
165,2,play,0,414,Mobile,Italy,40
165,2,pause,303,414,Mobile,Italy,40
165,2,seek,383,414,Mobile,Italy,40
165,2,stop,390,414,Mobile,Italy,40
166,13,play,0,858,Mobile,Morocco,29
166,13,pause,267,858,Mobile,Morocco,29
